Account: ID;Rate Plan Charge: ID;Invoice Item: Charge Amount;Invoice Item: Processing Type;Invoice Item: Service Start Date;Invoice Item: Service End Date;Invoice Item: Charge Date;Invoice Item: ID;Subscription: SubscriptionId;Invoice Item: AppliedToInvoiceItemId;Invoice Item: Quantity;Invoice Item: UOM;Invoice Item: ChargeType;SubscriptionNumber;Rate Plan Charge: Charge Number
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d304e267a1e;-78.75;Discount;14/01/2019;13/02/2019;11/11/2018 01:01;299946fbf16c4244baaede11893edbb4;2c92c0fa6140d98401614d304e9d7a25;e6c18d4d74564b9b8c1d0f6b06d8277c;1;;Recurring;A-S00016579;C-00054247
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/04/2018;13/05/2018;11/11/2018 01:01;c1b938c66c5e4353bda6fc3158dd2991;2c92c0fa6140da1601614d3050f44388;c763058f9e264106b8f8f1688022ae7f;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/05/2018;13/06/2018;11/11/2018 01:01;fc39f9af42214d3b8b58755f8e6aa37e;2c92c0fa6140da1601614d3050f44388;5e409963c5274d34a990dfea7b0c06e3;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/06/2018;13/07/2018;11/11/2018 01:01;a6aded3fe07f4cdf8bc2b1c302687eee;2c92c0fa6140da1601614d3050f44388;74e9cb0900f249019be9e2051096dd03;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/07/2018;13/08/2018;11/11/2018 01:01;191bbec346b54a89bee8bf2a483d4657;2c92c0fa6140da1601614d3050f44388;6c95947b54a94c4eb44d40964ec930de;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/08/2018;13/09/2018;11/11/2018 01:01;7017e53d14c144f4a42d0e9f9d1cdfc4;2c92c0fa6140da1601614d3050f44388;6e2985050fc7434f8a42a1faa0a0d019;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/09/2018;13/10/2018;11/11/2018 01:01;5442d049b8524555ad2e0a654cec5e6f;2c92c0fa6140da1601614d3050f44388;2073caeacc404100ba1f36c0d16b4f5b;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/10/2018;13/11/2018;11/11/2018 01:01;452c67644928448fbc758a3563c6d828;2c92c0fa6140da1601614d3050f44388;2cd88bb4ef80436796c5dd9b2b174014;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/11/2018;13/12/2018;11/11/2018 01:01;97e12bb14aa34b9ab210bcee56eb732b;2c92c0fa6140da1601614d3050f44388;80224c3854644674a12a7b38069b89ad;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/12/2018;13/01/2019;11/11/2018 01:01;31b06d0f23dd47369508aeafc5557be4;2c92c0fa6140da1601614d3050f44388;8c4fa97cad1b4755ba260a1d1cc08646;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d3050884381;-78.75;Discount;14/01/2019;13/02/2019;11/11/2018 01:01;f435edfd176940188b03db6b6bd6ca84;2c92c0fa6140da1601614d3050f44388;2db58a811b754747b41bde1b4f00a046;1;;Recurring;A-S00016580;C-00054250
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/04/2018;13/05/2018;11/11/2018 01:01;0c311e4e50ed490fae9b2e9b8876cbd7;2c92c0fb6140e37201614d30537065c7;72e80264944d46e996b8c270198badab;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/05/2018;13/06/2018;11/11/2018 01:01;c6cffe1a3b104a03a1ea0bc6f4db0fcb;2c92c0fb6140e37201614d30537065c7;82ba0d99349248ffb3b72ffa3c122034;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/06/2018;13/07/2018;11/11/2018 01:01;e46c38086c4249a5bb124fb21d258070;2c92c0fb6140e37201614d30537065c7;e9c91344f30a47eb914531c9a6cdc06f;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/07/2018;13/08/2018;11/11/2018 01:01;fa63c14549f54340a121a85a90de772f;2c92c0fb6140e37201614d30537065c7;9ab4adf8bda247b2ab107d5b6c6f08f4;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/08/2018;13/09/2018;11/11/2018 01:01;abb8be6c749b40ecbc3424a260bea615;2c92c0fb6140e37201614d30537065c7;25a17ca144f54448949d9af2e44edcd4;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/09/2018;13/10/2018;11/11/2018 01:01;73f1028aa8834b9a90d5c3549410ee0d;2c92c0fb6140e37201614d30537065c7;55a39d7b175b4206a01ec94b20d1f013;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/10/2018;13/11/2018;11/11/2018 01:01;d5707bcc603f461d8c1aacefcb20cef6;2c92c0fb6140e37201614d30537065c7;2ee3695faa9347a68f0938ca84b2abe0;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/11/2018;13/12/2018;11/11/2018 01:01;3269e45609194a6a9a295c057d177ade;2c92c0fb6140e37201614d30537065c7;823071e5a9784346b93ea43ade2da608;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/12/2018;13/01/2019;11/11/2018 01:01;3ba74677869b43bbbf2ed2a4739b8f4c;2c92c0fb6140e37201614d30537065c7;2b39b29bebb84423b56c9fcb0bb50728;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d3052fd65c0;-78.75;Discount;14/01/2019;13/02/2019;11/11/2018 01:01;05b273c095aa45c1a9f3753af8cecbf3;2c92c0fb6140e37201614d30537065c7;714fca715e3e44278ab175d86608a111;1;;Recurring;A-S00016581;C-00054253
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/04/2018;13/05/2018;11/11/2018 01:01;faa1e195045f47deb10b36e5a36f9e5a;2c92c0fb6140e37201614d30556c65d9;3601103dbb854e83bdbf3fdceddd5219;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/05/2018;13/06/2018;11/11/2018 01:01;c79fa186c547430188b2ea6b11024c41;2c92c0fb6140e37201614d30556c65d9;63d14e26765d4b66a03ba1cf34d77ac2;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/06/2018;13/07/2018;11/11/2018 01:01;eb3e577d734b46f28579d6e82ca9a0fa;2c92c0fb6140e37201614d30556c65d9;8a0f30880353464c8ef6cb4f67e1ae9e;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/07/2018;13/08/2018;11/11/2018 01:01;00cbe52399474143b851d8fa682f0100;2c92c0fb6140e37201614d30556c65d9;567f2f98c1254509bb55cf94a7207ae0;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/08/2018;13/09/2018;11/11/2018 01:01;e25ce633990f45189535ce2ce88fb812;2c92c0fb6140e37201614d30556c65d9;b2d46df7b6934906a864559d40c6c67a;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/09/2018;13/10/2018;11/11/2018 01:01;91cce40795104e648d647fc53cd47b27;2c92c0fb6140e37201614d30556c65d9;41aac73ccdcf4906ad20c9f06d735931;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/10/2018;13/11/2018;11/11/2018 01:01;459e1dbab81147d9959affe99b82b3b3;2c92c0fb6140e37201614d30556c65d9;60bb158522e4476da7910cdffd37a361;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/11/2018;13/12/2018;11/11/2018 01:01;ec05689e92434da98eabc6b7921bfaa8;2c92c0fb6140e37201614d30556c65d9;b1da39cef3984e77954ddca282a31ab0;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/12/2018;13/01/2019;11/11/2018 01:01;8aadbff1bb584cacb97132db9d400740;2c92c0fb6140e37201614d30556c65d9;64416cdb0d9e4d6c96e6c332481c1ee4;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d30552765d2;-78.75;Discount;14/01/2019;13/02/2019;11/11/2018 01:01;49a7cf75c45c41dfbdf4cbcc728fb1ea;2c92c0fb6140e37201614d30556c65d9;df819014cd0e49e2908a162832067c1d;1;;Recurring;A-S00016582;C-00054256
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/04/2018;13/05/2018;11/11/2018 01:01;de724d45d848423784af9ab44defe983;2c92c0fa6140d98401614d3057627a3b;36c99f940476401dbe72ec7b09629bf6;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/05/2018;13/06/2018;11/11/2018 01:01;abf172dbe8264890bcb5a7cd5327fbe8;2c92c0fa6140d98401614d3057627a3b;f5238b2db5de4d61bcf88a005698094b;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/06/2018;13/07/2018;11/11/2018 01:01;a4e1cf2ccac84b02897ecdfdf6c1a339;2c92c0fa6140d98401614d3057627a3b;6f3e6d2b58584d2b97df0490d5275e5a;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/07/2018;13/08/2018;11/11/2018 01:01;402700194e924681997238698fb83377;2c92c0fa6140d98401614d3057627a3b;9eeb354df6974e3095372a64c2ebf0df;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/08/2018;13/09/2018;11/11/2018 01:01;b772273638ff4fe7bf8aa353d1afce53;2c92c0fa6140d98401614d3057627a3b;bb1233de31514e42af9ab5fa6f359d37;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/09/2018;13/10/2018;11/11/2018 01:01;5443e60d07fd417a90c058092f79fbf6;2c92c0fa6140d98401614d3057627a3b;d3ebc3b986734c08823a82d94df24a70;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/10/2018;13/11/2018;11/11/2018 01:01;397eebae714348faa3f19c423111a566;2c92c0fa6140d98401614d3057627a3b;261b8279b1a4424b85df942c86431083;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/11/2018;13/12/2018;11/11/2018 01:01;5a1edcee08994f22aa8943496b84cbbf;2c92c0fa6140d98401614d3057627a3b;a6e34447d89e484fa3cc5e3dab393306;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/12/2018;13/01/2019;11/11/2018 01:01;dd83bb6695dd4a8e971217cbeb13b18c;2c92c0fa6140d98401614d3057627a3b;fb3a93469ee94447afa4ac5bc1a873ba;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d3057077a34;-78.75;Discount;14/01/2019;13/02/2019;11/11/2018 01:01;517fd7eb64244d81a535df2d02dd5f02;2c92c0fa6140d98401614d3057627a3b;12d66c7e5fd4427995db1d4fe7a33c37;1;;Recurring;A-S00016583;C-00054259
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/04/2018;13/05/2018;11/11/2018 01:01;f1b34534dc9b4a6bad130f42313dd0bf;2c92c0fa6140da1601614d305986439b;17098e3d8c1243d78998e36d536c5615;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/05/2018;13/06/2018;11/11/2018 01:01;f5e7849ac27644f2875d42510cd35ea7;2c92c0fa6140da1601614d305986439b;7aebfa33cd4644d4adbfe8517621c66c;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/06/2018;13/07/2018;11/11/2018 01:01;1a46233065584c02819b2b06f9881e64;2c92c0fa6140da1601614d305986439b;ad3c7ffc4b834cb88e0c8f90606ef6a5;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/07/2018;13/08/2018;11/11/2018 01:01;617a249afe6144038913cb2daffe9481;2c92c0fa6140da1601614d305986439b;85229460d355401f9e8a01e10873af9d;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/08/2018;13/09/2018;11/11/2018 01:01;f811a2eff4af4dcbabe5878d29fb04d3;2c92c0fa6140da1601614d305986439b;c13f6199954047ad9400c2cc044d1522;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/09/2018;13/10/2018;11/11/2018 01:01;586ec3f7f7b54f789c1e017415765c98;2c92c0fa6140da1601614d305986439b;c5e3d32a39a1448394b58e6a4026edbd;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/10/2018;13/11/2018;11/11/2018 01:01;df34321fac204310a77ad1015e008832;2c92c0fa6140da1601614d305986439b;4959f4b30b26446e90d36ce3f4b714c5;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/11/2018;13/12/2018;11/11/2018 01:01;924ca81887dc49a5b07a547cb06efea9;2c92c0fa6140da1601614d305986439b;eb8bd310b4fa499a9b0f2d9c248d093d;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/12/2018;13/01/2019;11/11/2018 01:01;df5f77744a074da4a05622d5e70fbb18;2c92c0fa6140da1601614d305986439b;47a932e0675744dc8dfe29ba7f219b94;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d30592e4394;-78.75;Discount;14/01/2019;13/02/2019;11/11/2018 01:01;fb2cfc2a0a3c47b6bff9e8b12ff159f7;2c92c0fa6140da1601614d305986439b;d01ab72b078d4815adb482c99ff9ed07;1;;Recurring;A-S00016584;C-00054262
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/04/2018;13/05/2018;11/11/2018 01:01;491abff7d9a646ebb6c6668abd48c3eb;2c92c0fb6140e37201614d305bad65eb;40f5c5c1bad64793a9e5f061ac8437f0;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/05/2018;13/06/2018;11/11/2018 01:01;7462f28e86b44e9390576eea59b5cae0;2c92c0fb6140e37201614d305bad65eb;5d1a10ed9a5549d58e5163d6ae6e09a1;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/06/2018;13/07/2018;11/11/2018 01:01;1f50fa12c49e498e9c87ce5fc2dc89df;2c92c0fb6140e37201614d305bad65eb;8c5636d541694bf5841852fb1ecf0d14;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/07/2018;13/08/2018;11/11/2018 01:01;e2c9ef44701a4006b3a252bfff177ca5;2c92c0fb6140e37201614d305bad65eb;dbf11934c09146c7b81df9892b406ac1;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/08/2018;13/09/2018;11/11/2018 01:01;8c3f949e788845b68779c9c252f722a2;2c92c0fb6140e37201614d305bad65eb;078edcb13b4645be96722093ff7838ff;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/09/2018;13/10/2018;11/11/2018 01:01;f588fc3eb6e74abb89a9c199c431b0a5;2c92c0fb6140e37201614d305bad65eb;03e85076016247f082df77e1a7588f3f;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/10/2018;13/11/2018;11/11/2018 01:01;1aa26a667ad74c3eab83b79a8f8d2f4f;2c92c0fb6140e37201614d305bad65eb;d9eb7af634284287a96e38882ed75420;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/11/2018;13/12/2018;11/11/2018 01:01;93a8918a682043be9475634276d1eca7;2c92c0fb6140e37201614d305bad65eb;3f3825aa492c4cfe9efae0dddb73020d;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/12/2018;13/01/2019;11/11/2018 01:01;c6a0b97c615940279b946fea281f7ffd;2c92c0fb6140e37201614d305bad65eb;053a276e444e4c50bded710a47d9b917;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37201614d305b5365e4;-78.75;Discount;14/01/2019;13/02/2019;11/11/2018 01:01;1377a9696ac74172b6b08cbf0b42838c;2c92c0fb6140e37201614d305bad65eb;a4b34136de4543748c959af5ce2b655d;1;;Recurring;A-S00016585;C-00054265
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/04/2018;13/05/2018;11/11/2018 01:01;deed2a1b858d4683a66b1c4480cd000c;2c92c0fa6140da1601614d305dd443ad;ee01e4976f43473db1739992f2062a1b;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/05/2018;13/06/2018;11/11/2018 01:01;deac6e0500814dfc8269cca0bdc4cadf;2c92c0fa6140da1601614d305dd443ad;42da54f458794e3fb2733ffec4663fe7;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/06/2018;13/07/2018;11/11/2018 01:01;9f7c4b8f185c4039b5c89a201ae92085;2c92c0fa6140da1601614d305dd443ad;2b15067ed59a4aed907b7df6f3c95e35;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/07/2018;13/08/2018;11/11/2018 01:01;3367b7ae182e499ca1fb2f0b51731315;2c92c0fa6140da1601614d305dd443ad;4f9eae10c58c4a5a9ea01d44d6dda68b;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/08/2018;13/09/2018;11/11/2018 01:01;48db869106164cb2be617bf1556dd86d;2c92c0fa6140da1601614d305dd443ad;ae43e00159664c2d8b59e5e3d0ed2435;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/09/2018;13/10/2018;11/11/2018 01:01;349ca4c8f05c4cf59b86c25f66bbb352;2c92c0fa6140da1601614d305dd443ad;c83f71efb02a4cfaa6eba43fbd2b70d1;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/10/2018;13/11/2018;11/11/2018 01:01;f4103acfadbc48bfa2423bd2bde3f447;2c92c0fa6140da1601614d305dd443ad;0870915a56274b61a61aac3746542348;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/11/2018;13/12/2018;11/11/2018 01:01;640629484b5f4f5a83a6ef0c9a67f025;2c92c0fa6140da1601614d305dd443ad;65415d86e9f345e2bf40efe77d63c79e;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/12/2018;13/01/2019;11/11/2018 01:01;b17b3e2ffe0c4b62a638015e313bb1b8;2c92c0fa6140da1601614d305dd443ad;9efc639770a04c408ee88b9e2d56f75d;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140da1601614d305d6a43a6;-78.75;Discount;14/01/2019;13/02/2019;11/11/2018 01:01;af339726dd6241f492eb56f4b954e551;2c92c0fa6140da1601614d305dd443ad;9ed8a07f1f744dafb952372b6794e55f;1;;Recurring;A-S00016586;C-00054268
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/04/2018;13/05/2018;11/11/2018 01:01;eb3f17dd39bf4eba8e3b63508a68f4a1;2c92c0fb6140e37101614d30641f1555;844440204298483cbc2f016163c14c61;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/05/2018;13/06/2018;11/11/2018 01:01;9a9c13eea04d4967beceeeb980722652;2c92c0fb6140e37101614d30641f1555;a6812b0a986a4007adcd3668ee9865c1;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/06/2018;13/07/2018;11/11/2018 01:01;3b78d4616a344ba2bcc1584255e00faa;2c92c0fb6140e37101614d30641f1555;143377b66f044748925659f420c64f86;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/07/2018;13/08/2018;11/11/2018 01:01;f45f3f0234de469c932302b5f9df0444;2c92c0fb6140e37101614d30641f1555;ef78e8758bbf49b1abb6972dbc0b496c;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/08/2018;13/09/2018;11/11/2018 01:01;4c45f56f22174c69b4b254054286c58d;2c92c0fb6140e37101614d30641f1555;89ff8c87409c4bfab843584856a61b9e;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/09/2018;13/10/2018;11/11/2018 01:01;99248a3baa794960bc75c8883ba993c0;2c92c0fb6140e37101614d30641f1555;6860a94c37344954978a0a9ec6ecc360;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/10/2018;13/11/2018;11/11/2018 01:01;3231e634f3964714accb29282e307f77;2c92c0fb6140e37101614d30641f1555;18ac5d9ca94f4cf4a5bbe04301900b98;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/11/2018;13/12/2018;11/11/2018 01:01;37a00c9ea7e34afc8bbdbdb04a39a5a1;2c92c0fb6140e37101614d30641f1555;905991a557e94d4198e315955bdd3cdf;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/12/2018;13/01/2019;11/11/2018 01:01;93b3b96902324e249f8febb2197da6fc;2c92c0fb6140e37101614d30641f1555;17e150d26efd4d75ac1ae25cae4e880d;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fb6140e37101614d3063b9154e;-78.75;Discount;14/01/2019;13/02/2019;11/11/2018 01:01;070afa5ddf534c9e8dff9d3e93d80bd3;2c92c0fb6140e37101614d30641f1555;72cadc0cc44d4b82b6dcccf6a5afa75c;1;;Recurring;A-S00016587;C-00054271
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d304e547a24;-55.13;Discount;14/04/2018;13/05/2018;11/11/2018 01:01;a5f010104196468485b161b07b489618;2c92c0fa6140d98401614d304e9d7a25;ef130b47fb7547878ab52ebcadec884c;1;;Recurring;A-S00016579;C-00054249
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d304e547a24;-55.13;Discount;14/05/2018;13/06/2018;11/11/2018 01:01;7fb5aa31dbf94e3fa197b054d692124c;2c92c0fa6140d98401614d304e9d7a25;6e6dc60fb9d14ea8b2c76cb01d1d5549;1;;Recurring;A-S00016579;C-00054249
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d304e547a24;-55.13;Discount;14/06/2018;13/07/2018;11/11/2018 01:01;887fc64c82644e17b43da1d91a500636;2c92c0fa6140d98401614d304e9d7a25;1e9bb65939634dab86842bab7d2a695f;1;;Recurring;A-S00016579;C-00054249
2c92c0f96103b5960161096fa7ea6919;2c92c0fa6140d98401614d304e547a24;-55.13;Discount;14/07/2018;13/08/2018;11/11/2018 01:01;58ea0d3abef646aeaa77ea606c6a4d5b;2c92c0fa6140d98401614d304e9d7a25;de7b3a9a23f94a89acdea0c6f3238eaf;1;;Recurring;A-S00016579;C-00054249
